4.4806E+15,IxOLCkPiP,泉州酒店坍塌事故，相关负责人透露了一个惊人细节最新消息： 记者从应急管理部获悉，福建省泉州市欣佳酒店“3·7”房屋坍塌事故现场共有71人被困（不含自救逃生的9人）。截至3月8日16时，已救出48人（其中10人死亡，38人送医治疗），正在搜救的还有23人。记者从泉州市有关方面了解到，7日夜间发生的泉州一酒店楼体坍塌事故系房屋改装作业时发生，该楼房业主目前已被公安部门控制。泉州市鲤城区住建局局长张翼说，事发楼房占地5亩，建筑面积约7000平方米，共有7层，属于钢结构房屋。该建筑经查是2013年开始建设，2018年改造为欣佳酒店，并于当年6月开业，酒店有各类客房计66间。该建筑一楼共有6间，其中两间原为超市。今年春节前，房屋业主将一楼出租的超市收回重新改装。3月7日晚上7时，房主接到现场施工人员电话称，在进行作业的一楼房屋一根柱子发生变形。三四分钟后，楼体整体坍塌。张翼说，该楼房坍塌是因为装修还是原来结构问题，还需进一步甄别。泉州市公安局局长李伙金告诉记者，房屋业主杨某某，65岁，为泉州本地人。公安部门已传唤他到案。坍塌酒店集中新冠观察人员58名，核酸检测均为阴性据泉州市应急救援工作领导小组最新通报，新冠肺炎疫情发生后，欣佳酒店被作为集中医学观察点，用以对来自重点疫区或有相关旅居史的人员，进行集中医学观察。事发当时，欣佳酒店集中医学观察点共入住重点疫区或有相关旅居史的人员58人，经过核酸检测均为阴性。此外，欣佳酒店还有管理、服务等人员16人，另有租在该栋大楼的车行人员6人。,,,,2020/3/9,曲屏双摄vivo Xplay6,1,0,1,,,1
4.4806E+15,IxOLhmHpU,国家卫生健康委：严肃处理陕西安康中心医院违规发放补贴 央视网消息：国务院联防联控机制昨天（8日）下午举行新闻发布会，针对有医院违规发放临时工作补助，如何保证一线医务人员补助发放和轮替修整的问题，相关部门负责人作出回应。国家卫生健康委人事司副司长 段勇：最近，陕西安康中心医院违规发放临时性工作补助，已引起我委高度关注，也高度重视，责成陕西卫生健康委迅速查明情况，严肃问责，严肃追责。陕西省迅速行动，调查核实了相关情况，对相关人员也进行了处理，处理的结果也上报我委。为了避免此类事情的再次发生，同时也为了便于各地各部门掌握政策，在执行政策中不走样，我们现在正会同人社部、财政部，在人社部2016年4号文的基础上，对相关政策进一步完善。主要从两个方面入手。一是进一步明确一线医务人员的范围。一线医务人员范围的确定以是否直接接触疑似患者、确诊患者为依据，以实际参加现场处置、患者救助的工作情况为依据。临时性工作补助，根据一线医务人员承受风险的不同，补贴标准分为两档。二是我们将严格执行政策中的审核监督，要严格登记审核公示等相关程序，加大监督力度，对于违规发放、虚报冒领的，要依法依规严肃处理。总之，我们一定要把党中央、国务院对医务人员的保护关心爱护的政策真真切切落实到一线医务人员的身上。有记者提问，如何保证一线医务人员轮休，国家卫生健康委医政医管局监察专员郭燕红表示，将通过多种措施，让医护人员充分休息。国家卫生健康委医政医管局监察专员 郭燕红：一是整建制休整轮替，通过安排接续医疗队来接替部分医疗队的工作，使她们能够整建制的轮替休整。目前我们已经安排了在武汉的56支医疗队和黄冈的2支医疗队进行轮休。二是对重症救治医疗队，为了保证救治工作的连续性和有效性，不便于整建制轮休，我们采取增加医疗队人员的办法，使得新增加进去的医务人员与原来的医疗队能够共同编组，新老搭配，延长排班节奏，缩短每个班次的工作时间，让大家能够有充裕的时间进行休息。三是结合实际情况，采取更为灵活的排班方式，按照劳逸结合的原则，延长休息时间，保证医疗队员有充沛的精力投入到患者的救治工作当中。,,,,2020/3/9,曲屏双摄vivo Xplay6,1,0,1,,,1
4.47962E+15,Ixpj2CoPJ,甘肃3月6日最新通报：新增17例境外输入新冠肺炎确诊病例￼  3月5日20时至3月6日20时，甘肃本地无新增病例。截至3月6日20时，甘肃本地累计报告新型冠状病毒肺炎确诊病例91例，累计治愈出院87例，累计死亡病例2例。现有2例在定点医院进行隔离治疗，其中兰州市1例、定西市1例。甘肃本地目前无疑似病例。目前，甘肃本地累计追踪到密切接触者4337人，已解除医学观察4261人，其余76人正在接受医学观察。3月5日20时至3月6日20时，甘肃新增17例境外输入确诊病例，均在省级定点医院隔离治疗，病情平稳。甘肃累计报告境外输入新型冠状病毒肺炎确诊病例28例。目前有境外输入密切接触者283人，其中60人在省级定点医院隔离留观，223人在集中隔离点隔离，正在进一步进行医学检测检查。,,,,2020/3/6,曲屏双摄vivo Xplay6,2,0,1,,,1
4.47939E+15,Ixjfoy2wi,甘肃新增11例境外输入病例 累计确诊102例  【甘肃新增11例境外输入病例 累计确诊102例】3月4日20时至3月5日20时，甘肃本地无新增病例。截止3月5日20时，甘肃本地累计报告新型冠状病毒肺炎确诊病例91例，累计治愈出院87例，累计死亡病例2例。现有2例在定点医院进行隔离治疗，其中兰州市1例、定西市1例。甘肃本地目前无疑似病例。目前，甘肃本地累计追踪到密切接触者4337人，已解除医学观察4259人，其余78人正在接受医学观察。 3月2日20时至3月5日20时，有311人分别乘商业包机由伊朗到达兰州，均已全部隔离。3月5日新增11例境外输入确诊病例，均在省级定点医院隔离治疗，病情平稳。新增境外输入密切接触者300人，其中38人在省级定点医院隔离留观，262人在集中隔离点隔离，正在进一步进行医学检测检查。,,,,2020/3/6,曲屏双摄vivo Xplay6,0,0,1,,,1
4.47902E+15,Ix9yWnKne,全球首例！香港确诊狗感染病毒新冠肺炎确诊者周巧儿的爱犬，早前经香港渔农自然护理署两次病毒测试，发现其口腔及鼻腔样本呈弱阳性反应。4日，渔护署表示，有关结果显示这只狗已经低程度感染病毒，成为世界首例。头条日报网4日称，渔护署曾征询港大、城市大学及世界动物卫生组织专家的意见，他们一致认同有关结果显示这只狗已低程度感染有关病毒，并很可能是由人类传染的。目前，这只狗正在港珠澳大桥口岸动物居留所接受检疫。,,,,2020/3/5,曲屏双摄vivo Xplay6,1,0,1,,,1
4.47884E+15,Ix4YoDJb2,我刚刚成功抽到了现金红包！小积分竟能抽大礼，机会难得戳我抽奖>> 现金红包天天拿 ,,,,2020/3/4,微博积分,0,0,0,,,1
4.47872E+15,Ix1W9zLVZ,我刚刚成功抽到了现金红包！小积分竟能抽大礼，机会难得戳我抽奖>> 现金红包天天拿 ,,,,2020/3/4,微博积分,4,0,0,,,1
4.47794E+15,IwHvH4S1e,连续13天，甘肃无新增！累计治愈出院84例2月29日20时至3月1日20时，甘肃省无新增新型冠状病毒肺炎确诊病例。新增出院2例。截至3月1日20时，甘肃累计报告新型冠状病毒肺炎确诊病例91例，累计治愈出院84例，累计死亡病例2例。现有5例在定点医院进行隔离治疗，其中兰州市2例、平凉市1例、定西市1例、庆阳市1例。现有重型病例1例。甘肃省目前无疑似病例。目前，累计追踪到密切接触者4334人，已解除医学观察4119人，其余215人正在接受医学观察,,,,2020/3/2,曲屏双摄vivo Xplay6,1,0,1,,,1
4.47758E+15,IwyaZexjd,美国出现第三例不明来源新冠肺炎确诊病例当地时间2月28号，美国俄勒冈州宣布该州华盛顿县出现一例未知来源的新冠肺炎确诊病例，或表明病毒正在社区传播。该患者来自俄勒冈州华盛顿县，没有已知的相关旅行史，也没有接触过已知的确诊病例。目前，加州已经宣布了两例不明来源的新冠肺炎确诊病例。 ,,,,2020/3/1,曲屏双摄vivo Xplay6,1,1,0,,,1
4.47758E+15,Iwy9rwzPX,全国派出4.2万名医务人员驰援湖北 其中2.86万护士2月29日下午，国务院联防联控机制召开新闻发布会，介绍新冠肺炎治疗与患者康复有关情况。国家卫生健康委医政医管局监察专员郭燕红：疫情发生以来全国医疗卫生系统广大医务工作者大家义无反顾奔赴抗疫第一线，与时间赛跑、与病魔较量，全国派出了精锐的医疗力量现在已经达到了4.2万人，这4.2万人中护士是2.86万，占医疗队总数的68%，应该说在患者的医疗救治中发挥了非常重要的作用。,,,,2020/3/1,曲屏双摄vivo Xplay6,1,0,1,,,1
4.47663E+15,Iw9Cz3hP5,多地出现治愈患者由“阴”变“阳”，他们是否会传播病毒？近日，广东、四川等地出现治愈出院患者复检核酸呈阳性的情况。记者采访相关专家，探讨治愈出院者由“阴”变“阳”的应对之法。资料图：检验人员在生物安全柜进行核酸样本提取。中新社记者 韩苏原 摄14%：广东治愈者“复阳”率高据广东省25日消息，现阶段该省14%出院患者复检出核酸阳性。对此，广东省疾病预防控制中心副主任宋铁解释道，官方还在开展科学循证研究，还没有得出系统科学的结论。但从目前来看，一大部分患者肺部的炎症是在吸收的过程中，还没完全达到临床痊愈，因此判断还可能存在间歇性排毒现象。事实上，这并非新冠肺炎治愈出院者首次出现“复阳”现象，2月21日四川曾通报成都一名治愈患者出院10天却复检出核酸阳性。治愈患者为何会“阴”变“阳”？复旦大学附属上海市公共卫生临床中心党委书记卢洪洲表示，已经康复的患者是不可能复发的，因为已经产生抗体，只要病毒没有变，就不存在再次感染的可能性。成都患者“复阳”有两种可能性，一是出院核酸检测时没取到阳性标本，而被误以为是阴性；二是患者康复后体内产生病毒抗体，病毒随细胞代谢排出来，尽管做核酸检测查到了阳性，但它并非活病毒，只是代谢产物而已。北京市某呼吸内科专家在接受中新社记者采访时表示，“广东14%出院患者‘复阳’有可能是因为核酸检测不够准确，这提醒我们要进一步将病毒检测标准化”。他认为除核酸检测以外，还可以尝试基因测序等手段，多种检测手段交叉印证后治愈患者方可出院。资料图：捐赠者捐献血浆。韩璐摄担忧：“复阳”患者是否会传播病毒？“复阳”的现象引发各界关注，也让民众担心这些患者是否具有感染性，是否会人传人？值得庆幸的是，与广州市13个“复阳”病人密切接触的100多人并未受到感染。广东省也有初步数据，在对14%“复阳”出院患者进行集中医学观察时，并没有出现第二代病例的密切接触者。“从微生物的特性来看，人感染病毒后就会产生抗体，不具有传播性。”宋铁认为，“复阳”是由患者病情和个人体质引起的，在没有完全痊愈吸收的情况下，临床发现极个别案例会出现带毒情况。宋铁介绍称，通过实验室观测，年轻人会在两周内产生抗体，这种抗体是保护性抗体，即使出现核酸检测阳性，传播风险也会越来越低。另有一些老年人产生抗体时间长，可能会不断排毒、成为传染源，官方会按照最严格方式加强传染源管理。对于“复阳”病人的传染性，中国医学科学院基础医学研究所副所长黄波告诉中新社记者，在排除核酸检测不准确的情况下，即使治愈出院者确实出现“复阳”现象，“他们体内新冠病毒的致病性和传染性也非常弱，不足为虑”。资料图：一小区实行封闭式管理，禁止外来车辆和人员进入。刘占昆 摄14天：统一隔离有必要吗？第六版《新型冠状病毒肺炎诊疗方案》(试行版)提出，新冠肺炎解除隔离和出院标准是，体温恢复正常3天以上、呼吸道症状明显好转，肺部影像学显示炎症明显吸收，连续两次呼吸道病原核酸检测阴性(采样时间间隔至少1天)，可解除隔离出院。方案还建议治愈患者继续进行14天自我健康状况监测，出院后第2周、第4周到医院随访、复诊。而在疫情最为严重的湖北，为了避免疫情进一步扩散，自2月23日起，治愈出院者还应到指定场所统一实施为期14天免费的康复隔离和医学观察。近日武汉市征用了湖北大学一批学生公寓，改造成治愈患者出院后的集中隔离点。广东14%患者“复阳”现象的出现，也让外界对治愈出院者是否要进行统一隔离有了新的讨论。对此，北京某呼吸内科专家表示，如果广东14%的治愈者“复阳”确实存在，那么湖北对治愈出院者统一隔离观察14天的做法，值得广东省效仿推广。宋铁则表示，“国家诊疗方案对‘复阳’和出院标准都有明确规定，要求患者出院以后集中医学观察14天”，这个要求已经在基层落实，后期会开展监测。待出院患者查出有抗体，核酸检测是阴性，才可以健康走向社会。,,,,2020/2/27,曲屏双摄vivo Xplay6,1,0,1,,,1
4.47662E+15,Iw9in5bnu,钟南山：疫情首先出现在中国，疫情不一定发源在中国27日，广州市政府新闻办在广州医科大学举办疫情防控专场新闻通气会，国家卫健委高级别专家组组长、国家呼吸系统疾病临床医学研究中心主任钟南山称：对疫情的预测，我们首先考虑中国，没考虑国外，现在国外出现一些情况，疫情首先出现在中国，不一定是发源在中国。,https://wx2.sinaimg.cn/large/d1bc8561ly1gcb22z60hgj20hs0by0t4.jpg,,,2020/2/27,曲屏双摄vivo Xplay6,1,0,1,,,1
4.47659E+15,Iw8m5cjCv,钟南山：新冠病毒来源仍不清楚 不相信中间宿主只有穿山甲27日，广州市政府新闻办在广州医科大学举办疫情防控专场新闻通气会，国家卫健委高级别专家组组长、中国工程院院士钟南山称，“有一个线索，浙江舟山蝙蝠携带病毒，穿山甲也有高度的同源性，和广西蝙蝠也可能有关系，但到底新冠病毒是怎么来的，目前还是不清楚，中间宿主我不相信只有穿山甲，应该还有别的。”,,,,2020/2/27,曲屏双摄vivo Xplay6,1,0,1,,,1
4.47629E+15,Iw0LO4Mv2,新华锐评：有必要说清楚，她是怎么离开武汉的26日，北京市东城区崇外街道新怡家园社区居委会通过微信公众号发布确诊病例提示，称H女士2月22日从武汉来京，当日进行隔离检查，3名亲属已进行集中隔离医学观察，请居民不必过度担心。东城区的通报做得及时，也比较规范，关于确诊病例的相关信息都列了出来，详细到患者接触过的人、去过的地方，以及区疾控中心和辖区保健科采取的防护措施。这些信息的公开，有利于疫情防控，也可以打消市民的疑虑。但还是有疑问未解，公众都在追问：在离汉通道关闭的情况下，这位H女士是如何出的城？这个问题有必要说清楚。如果确实有特殊原因，并且是经过批准后离开武汉的，相信大家也都能够理解。如果是通过不正当渠道出城，就说明武汉在相关规定执行上出现了漏洞，必须一查到底，追究相关人的责任，并及时补漏。作为疫情防控的重中之重，武汉的防疫事关战“疫”成败，容不得任何闪失！,,,,2020/2/26,曲屏双摄vivo Xplay6,3,0,1,,,1
4.47576E+15,IvMOxb7Zb,复工如何防护？钟南山提示要保证洗手间下水道通畅【复工如何防护？#钟南山提示要保证洗手间下水道通畅#】国家卫健委高级别专家组组长钟南山：①每个人复工时都要做检测;②要注意常规防护，如戴口罩、洗手等;③必须保证洗手间下水道的通畅;④每天要在工作期间做卫生环境检测;⑤分批上班，减少密集办公;⑥及时监测，一旦发现立刻处理。,,,,2020/2/25,曲屏双摄vivo Xplay6,1,0,1,钟南山提示要保证洗手间下水道通畅,,1
4.47512E+15,Ivwd6oSWq,我刚刚成功抽到了现金红包！小积分竟能抽大礼，机会难得戳我抽奖>> 现金红包天天拿 ,,,,2020/2/23,微博积分,0,0,0,,,1
4.47508E+15,Ivv4dhIhO,解除隔离10天后 广东一女子被诊断为无症状感染者新京报快讯 据中山发布消息，22日网上盛传，中山东区远洋城小区有住户感染新冠肺炎，被隔离治疗。据中山市互联网信息办公室通报，经向市疾控部门核实，情况如下：东区远洋城女性业主李某，1月22日与家人前往湖北，26日返抵中山，27日主动向社区和工作单位申报外出情况，社区随即安排李某及家人居家隔离并进行每日健康监测。期间未发现李某及家人有发热、咳嗽等不适症状，2月11日解除隔离。11日起李某及家人仍按防控倡议居家活动。李某偶尔下楼丢垃圾、收快递，外出时均有戴口罩和手套，未与其他人近距离接触。李某自1月22日至今未复工。2月21日对李某进行检测，发现其咽拭子核酸阳性，随即转至定点隔离。经检测，其3名家人均为阴性。李某至今仍未出现发热及其他呼吸道症状，肺部CT也未显示典型的新冠肺炎的表现，22日被诊断为阳性检测者（无症状感染者）。其3名家人作为密切接触者转集中隔离观察。疾控部门对其家居及所在楼道、车库等进行了全面消毒。国家第六版诊疗方案认为，新冠肺炎传染源主要是新型冠状病毒感染的患者，无症状感染者也可能成为传染源。其传播途径主要为经呼吸道飞沫和密切接触传播，在相对封闭的环境中长时间暴露于高浓度气溶胶情况下存在经气溶胶传播的可能。,,,,2020/2/23,曲屏双摄vivo Xplay6,1,0,1,,,1
4.47467E+15,Ivkosb9gQ,最新！2月21日甘肃无新增新冠肺炎确诊病例，累计治愈出院76例关注新型冠状病毒肺炎疫情 【最新！2月21日甘肃无新增新冠肺炎确诊病例，累计治愈出院76例】甘肃无新增新型冠状病毒肺炎确诊病例 累计91例2月20日20时至2月21日20时，甘肃省无新增新型冠状病毒肺炎确诊病例。新增出院5例。截至2月21日20时，甘肃省累计报告新型冠状病毒肺炎确诊病例91例，累计治愈出院76例，累计死亡病例2例。现有13例在定点医院进行隔离治疗，其中兰州市5例、平凉市3例、甘南州2例、白银市1例、定西市1例、庆阳市1例。现有重型病例3例。甘肃省目前无疑似病例。目前，累计追踪到密切接触者4102人，已解除医学观察3652人，其余450人正在接受医学观察。,,,,2020/2/22,曲屏双摄vivo Xplay6,2,0,0,,,1
4.47446E+15,Ivf8rCoI9,甘肃省新冠肺炎疫情防控应急响应级别由一级调整为三级2月21日电据甘肃省卫健委网站消息，根据国家有关法律法规规定和甘肃省新冠肺炎疫情发展形势，经省政府研究决定，自2020年2月21日14时起，将甘肃省新冠肺炎疫情防控应急响应级别由一级应急响应调整为省级三级应急响应。 ,,,,2020/2/21,曲屏双摄vivo Xplay6,1,0,1,,,1
4.47431E+15,IvbaKpz3z,湖北21日最新通报：新增411例新冠肺炎确诊病例 累计确诊62442例2020年2月20日0—24时，全省新增新冠肺炎确诊病例411例，其中：武汉市319例、黄石市7例、十堰市13例、襄阳市3例、宜昌市4例、荆州市7例、荆门市6例、鄂州市5例、孝感市17例、黄冈市17例、随州市4例、恩施州1例、仙桃市1例、天门市4例、潜江市3例，咸宁市和神农架林区0例。全省新增病亡115例，其中：武汉市99例、黄石市1例、襄阳市1例、宜昌市1例、荆门市3例、鄂州市1例、孝感市5例、黄冈市3例、随州市1例，十堰市、荆州市、咸宁市、恩施州、仙桃市、天门市、潜江市和神农架林区0例。全省新增出院1451例，其中：武汉市766例、黄石市40例、十堰市22例、襄阳市49例、宜昌市19例、荆州市80例、荆门市28例、鄂州市25例、孝感市98例、黄冈市125例、咸宁市45例、随州市78例、恩施州10例、仙桃市26例、天门市32例、潜江市8例，神农架林区0例。截至2020年2月20日24时，湖北省累计报告新冠肺炎确诊病例62442例，其中：武汉市45346例、黄石市974例、十堰市654例、襄阳市1170例、宜昌市895例、荆州市1517例、荆门市800例、鄂州市1343例、孝感市3346例、黄冈市2856例、咸宁市766例、随州市1287例、恩施州245例、仙桃市568例、天门市477例、潜江市188例、神农架林区10例。全省累计治愈出院11788例。其中：武汉市6214例、黄石市339例、十堰市209例、襄阳市343例、宜昌市250例、荆州市531例、荆门市229例、鄂州市375例、孝感市771例、黄冈市1274例、咸宁市313例、随州市386例、恩施州112例、仙桃市210例、天门市165例、潜江市57例、神农架林区10例。全省累计病亡2144例，其中：武汉市1684例、黄石市27例、十堰市2例、襄阳市24例、宜昌市28例、荆州市40例、荆门市37例、鄂州市39例、孝感市94例、黄冈市90例、咸宁市10例、随州市28例、恩施州3例、仙桃市19例、天门市12例、潜江市7例、神农架林区0例。目前仍在院治疗42056例，其中：重症8979例、危重症2018例，均在定点医疗机构接受隔离治疗。现有疑似病例4084人，当日新增1269人，当日排除610人，集中隔离3906人。累计追踪密切接触者225696人，尚在接受医学观察63126人。,,,,2020/2/21,曲屏双摄vivo Xplay6,2,0,5,,,1
